,first_top_up_date,second_top_up_date,segment,survival_in_days,status
1727,2022-02-08,2022-03-06,regular,26.0,True
4156,2022-03-02,2022-03-29,regular,27.0,True
6395,2022-03-28,,regular,3.0,False
1521,2022-02-10,,regular,49.0,False
8424,2022-02-19,2022-03-22,fast,31.0,True
2830,2022-02-22,2022-03-26,regular,32.0,True
6590,2022-02-26,2022-03-17,regular,19.0,True
1016,2022-02-06,2022-03-19,regular,41.0,True
6174,2022-03-07,,regular,24.0,False
8248,2022-03-06,,fast,25.0,False
167,2022-02-27,2022-03-25,regular,26.0,True
6104,2022-02-11,2022-02-27,regular,16.0,True
7351,2022-02-12,,fast,47.0,False
3273,2022-01-12,2022-02-14,regular,33.0,True
957,2022-03-06,,regular,25.0,False
1908,2022-03-18,,regular,13.0,False
5960,2022-01-28,2022-02-23,regular,26.0,True
7316,2022-02-20,,fast,39.0,False
6115,2022-01-03,2022-02-05,regular,33.0,True
196,2022-01-30,2022-03-10,regular,39.0,True
6525,2022-02-03,2022-03-03,regular,28.0,True
3356,2022-03-21,,regular,10.0,False
552,2022-03-11,,regular,20.0,False
6488,2022-02-17,2022-03-30,regular,41.0,True
5672,2022-03-09,2022-03-31,regular,22.0,True
4112,2022-02-14,,regular,45.0,False
8749,2022-02-05,,fast,54.0,False
9129,2022-02-18,,chunk,41.0,False
4262,2022-01-21,2022-02-19,regular,29.0,True
9264,2022-03-29,,chunk,2.0,False
1209,2022-01-18,2022-02-22,regular,35.0,True
1665,2022-02-25,,regular,34.0,False
8041,2022-01-13,2022-01-28,fast,15.0,True
7241,2022-01-29,2022-02-10,fast,12.0,True
2307,2022-01-15,2022-02-21,regular,37.0,True
8080,2022-03-18,,fast,13.0,False
3103,2022-01-18,,regular,72.0,False
3204,2022-03-05,,regular,26.0,False
6337,2022-02-16,,regular,43.0,False
8669,2022-03-11,2022-03-14,fast,3.0,True
8292,2022-03-27,,fast,4.0,False
5278,2022-01-04,,regular,86.0,False
8523,2022-01-30,2022-02-06,fast,7.0,True
96,2022-01-14,2022-02-08,regular,25.0,True
7924,2022-02-02,2022-02-04,fast,2.0,True
8956,2022-01-23,2022-02-10,fast,18.0,True
3877,2022-03-10,,regular,21.0,False
3977,2022-01-09,,regular,81.0,False
1469,2022-02-21,,regular,38.0,False
3066,2022-01-28,2022-02-06,regular,9.0,True
4445,2022-01-06,2022-02-15,regular,40.0,True
2429,2022-02-25,2022-03-09,regular,12.0,True
473,2022-03-28,,regular,3.0,False
1460,2022-01-30,2022-03-05,regular,34.0,True
6698,2022-01-26,,regular,64.0,False
6400,2022-02-13,2022-03-13,regular,28.0,True
713,2022-01-19,,regular,71.0,False
3133,2022-02-28,2022-03-26,regular,26.0,True
30,2022-03-08,,regular,23.0,False
2869,2022-03-23,,regular,8.0,False
9767,2022-01-10,2022-03-13,chunk,62.0,True
2632,2022-03-02,2022-03-29,regular,27.0,True
5974,2022-02-01,2022-02-24,regular,23.0,True
5222,2022-02-02,2022-03-01,regular,27.0,True
9545,2022-03-07,,chunk,24.0,False
315,2022-02-19,,regular,40.0,False
3008,2022-01-24,2022-02-16,regular,23.0,True
3361,2022-01-29,2022-03-02,regular,32.0,True
2290,2022-01-16,,regular,74.0,False
1638,2022-02-07,2022-03-05,regular,26.0,True
9806,2022-01-17,,chunk,73.0,False
2574,2022-03-23,,regular,8.0,False
1909,2022-02-15,,regular,44.0,False
8233,2022-03-24,,fast,7.0,False
5223,2022-02-18,2022-03-06,regular,16.0,True
9951,2022-01-15,,chunk,75.0,False
9976,2022-03-14,,chunk,17.0,False
475,2022-03-14,,regular,17.0,False
9245,2022-01-08,2022-03-03,chunk,54.0,True
4077,2022-01-31,2022-02-28,regular,28.0,True
7309,2022-01-06,2022-01-30,fast,24.0,True
5203,2022-01-06,,regular,84.0,False
519,2022-02-11,2022-03-09,regular,26.0,True
7558,2022-01-03,2022-01-12,fast,9.0,True
4399,2022-01-26,,regular,64.0,False
1434,2022-01-22,,regular,68.0,False
5509,2022-02-21,,regular,38.0,False
1493,2022-01-22,,regular,68.0,False
2270,2022-03-03,,regular,28.0,False
353,2022-03-23,,regular,8.0,False
5283,2022-01-07,2022-02-12,regular,36.0,True
5776,2022-02-09,2022-03-13,regular,32.0,True
2645,2022-01-22,2022-02-25,regular,34.0,True
6350,2022-02-21,,regular,38.0,False
193,2022-01-17,2022-02-04,regular,18.0,True
4338,2022-01-20,2022-02-19,regular,30.0,True
6051,2022-01-02,2022-01-30,regular,28.0,True
5708,2022-01-19,2022-02-14,regular,26.0,True
2018,2022-03-07,,regular,24.0,False
3395,2022-01-22,2022-02-15,regular,24.0,True
6124,2022-02-26,,regular,33.0,False
2608,2022-03-04,,regular,27.0,False
9901,2022-01-13,2022-03-13,chunk,59.0,True
6697,2022-03-02,2022-03-23,regular,21.0,True
4488,2022-01-20,2022-02-15,regular,26.0,True
2833,2022-01-16,,regular,74.0,False
6151,2022-01-07,2022-02-21,regular,45.0,True
7769,2022-03-02,,fast,29.0,False
2788,2022-01-26,2022-02-23,regular,28.0,True
2014,2022-02-19,,regular,40.0,False
6507,2022-02-19,,regular,40.0,False
704,2022-02-26,,regular,33.0,False
6281,2022-02-19,2022-03-18,regular,27.0,True
4442,2022-01-05,,regular,85.0,False
4096,2022-02-20,,regular,39.0,False
1613,2022-02-07,2022-03-13,regular,34.0,True
8116,2022-01-07,2022-02-22,fast,46.0,True
9364,2022-02-09,,chunk,50.0,False
9698,2022-02-08,,chunk,51.0,False
8949,2022-02-12,2022-02-28,fast,16.0,True
7103,2022-03-02,,fast,29.0,False
7102,2022-02-19,2022-03-02,fast,11.0,True
5416,2022-03-04,,regular,27.0,False
1531,2022-01-17,2022-02-21,regular,35.0,True
7369,2022-02-15,,fast,44.0,False
3321,2022-03-21,,regular,10.0,False
5040,2022-02-13,2022-03-18,regular,33.0,True
640,2022-01-24,2022-03-04,regular,39.0,True
4904,2022-02-16,2022-03-14,regular,26.0,True
5481,2022-02-05,2022-03-07,regular,30.0,True
6111,2022-03-14,,regular,17.0,False
5328,2022-03-14,,regular,17.0,False
3864,2022-02-14,2022-03-20,regular,34.0,True
6156,2022-01-21,,regular,69.0,False
2588,2022-02-17,2022-03-28,regular,39.0,True
6367,2022-03-11,,regular,20.0,False
9574,2022-03-04,,chunk,27.0,False
6168,2022-03-18,,regular,13.0,False
3330,2022-03-06,,regular,25.0,False
9360,2022-01-11,2022-03-06,chunk,54.0,True
6666,2022-01-09,2022-02-12,regular,34.0,True
1371,2022-03-18,,regular,13.0,False
4499,2022-02-19,2022-03-20,regular,29.0,True
5463,2022-01-13,2022-02-21,regular,39.0,True
6635,2022-01-24,2022-02-28,regular,35.0,True
8163,2022-01-05,2022-01-27,fast,22.0,True
5681,2022-01-27,,regular,63.0,False
666,2022-01-12,2022-02-13,regular,32.0,True
2950,2022-01-10,,regular,80.0,False
3389,2022-03-13,,regular,18.0,False
4016,2022-01-04,,regular,86.0,False
6535,2022-03-09,2022-03-25,regular,16.0,True
7385,2022-03-19,,fast,12.0,False
9957,2022-03-23,,chunk,8.0,False
4830,2022-01-31,2022-02-12,regular,12.0,True
1809,2022-03-17,,regular,14.0,False
5992,2022-01-19,2022-02-22,regular,34.0,True
208,2022-03-21,,regular,10.0,False
8629,2022-03-17,,fast,14.0,False
8328,2022-02-03,2022-03-11,fast,36.0,True
8456,2022-02-24,2022-03-21,fast,25.0,True
2691,2022-02-18,2022-03-24,regular,34.0,True
9955,2022-03-18,,chunk,13.0,False
8473,2022-01-12,,fast,78.0,False
4080,2022-01-29,2022-02-28,regular,30.0,True
4855,2022-01-18,2022-02-16,regular,29.0,True
4476,2022-03-06,,regular,25.0,False
3741,2022-02-26,2022-03-27,regular,29.0,True
945,2022-03-20,,regular,11.0,False
4872,2022-02-22,,regular,37.0,False
2063,2022-02-28,2022-03-27,regular,27.0,True
8299,2022-02-17,2022-02-23,fast,6.0,True
1993,2022-02-25,2022-03-19,regular,22.0,True
8290,2022-03-16,,fast,15.0,False
6332,2022-01-30,2022-03-07,regular,36.0,True
1067,2022-03-03,2022-03-22,regular,19.0,True
4410,2022-03-14,,regular,17.0,False
7768,2022-01-29,2022-03-03,fast,33.0,True
5592,2022-01-18,,regular,72.0,False
9145,2022-03-09,,chunk,22.0,False
7881,2022-03-21,,fast,10.0,False
1935,2022-02-19,2022-03-17,regular,26.0,True
2815,2022-03-29,,regular,2.0,False
4928,2022-01-31,2022-03-07,regular,35.0,True
9674,2022-03-20,,chunk,11.0,False
7011,2022-01-28,2022-02-18,fast,21.0,True
9950,2022-03-16,,chunk,15.0,False
4126,2022-03-21,,regular,10.0,False
2630,2022-02-20,2022-03-24,regular,32.0,True
4127,2022-02-09,2022-03-18,regular,37.0,True
6657,2022-01-11,2022-02-07,regular,27.0,True
1603,2022-01-03,,regular,87.0,False
9166,2022-01-06,2022-03-08,chunk,61.0,True
4180,2022-01-08,2022-02-09,regular,32.0,True
4085,2022-03-28,,regular,3.0,False
9097,2022-03-18,,chunk,13.0,False
2747,2022-03-04,,regular,27.0,False
870,2022-01-22,2022-02-15,regular,24.0,True
5239,2022-03-14,,regular,17.0,False
6621,2022-03-08,,regular,23.0,False
2287,2022-03-07,,regular,24.0,False
9295,2022-03-27,,chunk,4.0,False
7082,2022-02-13,2022-03-13,fast,28.0,True
3913,2022-01-15,2022-02-19,regular,35.0,True
6723,2022-01-13,,regular,77.0,False
3181,2022-01-21,2022-02-11,regular,21.0,True
2867,2022-01-01,,regular,89.0,False
2195,2022-02-17,2022-03-21,regular,32.0,True
6832,2022-02-15,,regular,44.0,False
5861,2022-01-15,2022-02-10,regular,26.0,True
224,2022-02-24,2022-03-26,regular,30.0,True
3336,2022-03-08,,regular,23.0,False
2929,2022-02-20,2022-03-23,regular,31.0,True
1256,2022-01-09,,regular,81.0,False
3130,2022-03-12,,regular,19.0,False
8483,2022-03-04,,fast,27.0,False
5547,2022-03-08,,regular,23.0,False
7256,2022-03-05,2022-03-23,fast,18.0,True
7560,2022-03-26,2022-03-29,fast,3.0,True
21,2022-01-08,,regular,82.0,False
2159,2022-03-10,,regular,21.0,False
1414,2022-02-11,,regular,48.0,False
7263,2022-03-24,2022-03-31,fast,7.0,True
300,2022-03-24,,regular,7.0,False
1201,2022-01-12,2022-02-05,regular,24.0,True
865,2022-03-21,,regular,10.0,False
7452,2022-03-05,,fast,26.0,False
3045,2022-01-26,2022-03-02,regular,35.0,True
3079,2022-03-18,,regular,13.0,False
344,2022-03-06,,regular,25.0,False
9383,2022-03-01,,chunk,30.0,False
9833,2022-01-03,,chunk,87.0,False
3263,2022-01-20,2022-02-19,regular,30.0,True
8200,2022-01-16,2022-02-19,fast,34.0,True
7128,2022-03-05,,fast,26.0,False
2765,2022-03-24,,regular,7.0,False
4121,2022-02-27,,regular,32.0,False
8148,2022-02-14,2022-02-23,fast,9.0,True
7436,2022-02-26,2022-03-26,fast,28.0,True
4891,2022-02-08,2022-02-26,regular,18.0,True
426,2022-03-03,2022-03-27,regular,24.0,True
7974,2022-01-23,2022-03-14,fast,50.0,True
7550,2022-02-02,2022-02-18,fast,16.0,True
761,2022-03-17,,regular,14.0,False
4704,2022-03-27,,regular,4.0,False
3770,2022-01-29,2022-02-18,regular,20.0,True
7767,2022-02-26,2022-03-13,fast,15.0,True
2892,2022-03-23,,regular,8.0,False
1405,2022-01-06,,regular,84.0,False
9941,2022-01-04,2022-02-28,chunk,55.0,True
5176,2022-02-20,2022-03-20,regular,28.0,True
1339,2022-01-06,2022-01-30,regular,24.0,True
9493,2022-03-07,,chunk,24.0,False
5350,2022-03-11,,regular,20.0,False
5734,2022-02-13,2022-03-07,regular,22.0,True
1974,2022-02-15,,regular,44.0,False
7877,2022-01-27,2022-03-04,fast,36.0,True
2536,2022-03-02,,regular,29.0,False
2572,2022-02-28,,regular,31.0,False
4570,2022-02-08,2022-03-10,regular,30.0,True
4450,2022-01-14,2022-02-09,regular,26.0,True
3252,2022-01-11,2022-02-06,regular,26.0,True
9215,2022-03-15,,chunk,16.0,False
9368,2022-03-14,,chunk,17.0,False
4751,2022-03-05,2022-03-26,regular,21.0,True
4458,2022-03-05,,regular,26.0,False
7806,2022-03-07,2022-03-14,fast,7.0,True
4412,2022-01-17,2022-02-18,regular,32.0,True
6439,2022-02-18,2022-03-24,regular,34.0,True
7541,2022-01-24,2022-02-08,fast,15.0,True
7875,2022-01-07,2022-02-05,fast,29.0,True
6584,2022-03-14,,regular,17.0,False
8193,2022-01-30,2022-02-15,fast,16.0,True
3129,2022-02-23,,regular,36.0,False
5246,2022-03-28,,regular,3.0,False
2050,2022-02-15,,regular,44.0,False
8597,2022-02-13,2022-03-11,fast,26.0,True
3930,2022-01-05,,regular,85.0,False
2706,2022-02-08,2022-03-09,regular,29.0,True
1526,2022-03-20,,regular,11.0,False
416,2022-01-12,2022-02-08,regular,27.0,True
2125,2022-03-18,,regular,13.0,False
6486,2022-01-10,2022-02-16,regular,37.0,True
3895,2022-01-01,,regular,89.0,False
6308,2022-01-02,,regular,88.0,False
8640,2022-03-23,,fast,8.0,False
7314,2022-01-06,2022-01-20,fast,14.0,True
5264,2022-02-18,2022-03-14,regular,24.0,True
8954,2022-02-11,2022-02-25,fast,14.0,True
6782,2022-01-07,2022-01-30,regular,23.0,True
5728,2022-01-04,2022-01-29,regular,25.0,True
2849,2022-02-07,2022-03-02,regular,23.0,True
9412,2022-02-10,,chunk,49.0,False
4707,2022-01-14,2022-02-16,regular,33.0,True
7867,2022-03-28,,fast,3.0,False
4417,2022-02-03,,regular,56.0,False
677,2022-02-05,2022-03-14,regular,37.0,True
2028,2022-01-17,,regular,73.0,False
9599,2022-01-19,,chunk,71.0,False
526,2022-03-11,,regular,20.0,False
8216,2022-02-14,,fast,45.0,False
9586,2022-02-15,,chunk,44.0,False
485,2022-03-15,,regular,16.0,False
2411,2022-03-04,,regular,27.0,False
5044,2022-02-10,2022-03-23,regular,41.0,True
9312,2022-03-07,,chunk,24.0,False
4155,2022-01-30,2022-02-21,regular,22.0,True
3049,2022-02-03,2022-03-06,regular,31.0,True
1102,2022-03-09,,regular,22.0,False
1086,2022-03-16,,regular,15.0,False
383,2022-03-09,,regular,22.0,False
9014,2022-02-19,,chunk,40.0,False
1800,2022-02-02,2022-03-14,regular,40.0,True
276,2022-03-25,,regular,6.0,False
4505,2022-02-27,2022-03-23,regular,24.0,True
6170,2022-01-29,,regular,61.0,False
3306,2022-01-02,2022-02-03,regular,32.0,True
7895,2022-01-31,2022-02-13,fast,13.0,True
33,2022-02-16,,regular,43.0,False
1233,2022-03-30,,regular,1.0,False
5901,2022-01-15,2022-02-09,regular,25.0,True
5937,2022-01-21,2022-02-12,regular,22.0,True
6457,2022-03-10,,regular,21.0,False
2561,2022-03-04,2022-03-30,regular,26.0,True
6559,2022-02-18,2022-03-28,regular,38.0,True
4656,2022-02-10,2022-03-17,regular,35.0,True
4105,2022-01-17,,regular,73.0,False
2967,2022-01-30,2022-02-21,regular,22.0,True
9403,2022-01-09,2022-03-10,chunk,60.0,True
393,2022-02-07,,regular,52.0,False
9271,2022-01-07,,chunk,83.0,False
6055,2022-02-19,2022-03-10,regular,19.0,True
9011,2022-03-27,,chunk,4.0,False
7291,2022-02-14,2022-02-23,fast,9.0,True
1439,2022-01-26,,regular,64.0,False
1813,2022-02-11,2022-03-05,regular,22.0,True
4493,2022-02-20,2022-03-28,regular,36.0,True
5763,2022-03-05,,regular,26.0,False
144,2022-03-06,2022-03-25,regular,19.0,True
9286,2022-01-03,,chunk,87.0,False
2664,2022-01-28,2022-02-20,regular,23.0,True
3299,2022-01-06,2022-01-30,regular,24.0,True
2889,2022-03-27,,regular,4.0,False
8131,2022-03-27,,fast,4.0,False
1060,2022-01-19,2022-02-16,regular,28.0,True
9165,2022-02-15,,chunk,44.0,False
7928,2022-03-14,,fast,17.0,False
8413,2022-01-23,2022-02-09,fast,17.0,True
2463,2022-03-26,,regular,5.0,False
5352,2022-03-07,,regular,24.0,False
1553,2022-01-17,2022-02-08,regular,22.0,True
6964,2022-02-26,,regular,33.0,False
7870,2022-02-08,2022-03-15,fast,35.0,True
741,2022-02-28,,regular,31.0,False
1590,2022-03-18,,regular,13.0,False
6893,2022-01-10,2022-02-07,regular,28.0,True
8246,2022-01-28,2022-02-13,fast,16.0,True
5348,2022-02-27,2022-03-31,regular,32.0,True
2208,2022-03-22,,regular,9.0,False
531,2022-02-28,,regular,31.0,False
7292,2022-02-21,,fast,38.0,False
4197,2022-02-18,2022-03-26,regular,36.0,True
767,2022-01-12,2022-02-17,regular,36.0,True
2397,2022-02-10,2022-03-22,regular,40.0,True
4705,2022-03-02,2022-03-28,regular,26.0,True
392,2022-02-09,,regular,50.0,False
707,2022-03-03,,regular,28.0,False
5406,2022-03-09,,regular,22.0,False
9900,2022-03-14,,chunk,17.0,False
6870,2022-03-19,,regular,12.0,False
9933,2022-01-14,2022-03-09,chunk,54.0,True
5944,2022-01-22,2022-02-25,regular,34.0,True
3417,2022-01-02,2022-02-04,regular,33.0,True
3445,2022-02-01,2022-02-23,regular,22.0,True
1175,2022-03-05,,regular,26.0,False
7073,2022-02-18,2022-03-07,fast,17.0,True
7300,2022-02-15,2022-03-17,fast,30.0,True
9080,2022-01-19,,chunk,71.0,False
7609,2022-02-21,,fast,38.0,False
553,2022-01-29,2022-02-24,regular,26.0,True
6207,2022-03-14,,regular,17.0,False
4229,2022-01-05,,regular,85.0,False
6191,2022-02-17,,regular,42.0,False
7416,2022-03-07,,fast,24.0,False
3091,2022-03-27,,regular,4.0,False
6186,2022-02-19,,regular,40.0,False
2604,2022-02-15,,regular,44.0,False
4935,2022-03-11,,regular,20.0,False
3055,2022-03-20,,regular,11.0,False
5824,2022-01-19,2022-02-26,regular,38.0,True
4758,2022-02-15,2022-03-15,regular,28.0,True
9432,2022-03-24,,chunk,7.0,False
3085,2022-03-09,2022-03-26,regular,17.0,True
684,2022-01-14,2022-02-14,regular,31.0,True
2340,2022-03-07,,regular,24.0,False
1726,2022-03-07,2022-03-31,regular,24.0,True
2752,2022-03-05,2022-03-24,regular,19.0,True
4735,2022-01-09,2022-02-10,regular,32.0,True
2628,2022-03-01,,regular,30.0,False
7159,2022-03-03,2022-03-18,fast,15.0,True
7809,2022-01-20,2022-02-27,fast,38.0,True
1852,2022-02-08,2022-03-12,regular,32.0,True
4837,2022-01-29,2022-02-24,regular,26.0,True
7235,2022-03-10,2022-03-29,fast,19.0,True
2678,2022-02-10,2022-02-18,regular,8.0,True
6318,2022-03-23,,regular,8.0,False
2888,2022-03-15,,regular,16.0,False
49,2022-03-18,,regular,13.0,False
6473,2022-03-17,,regular,14.0,False
1232,2022-03-18,,regular,13.0,False
1697,2022-02-19,,regular,40.0,False
25,2022-01-19,,regular,71.0,False
8186,2022-01-05,2022-01-18,fast,13.0,True
4531,2022-01-13,2022-02-10,regular,28.0,True
2727,2022-01-06,,regular,84.0,False
5113,2022-02-08,2022-02-26,regular,18.0,True
7201,2022-03-24,,fast,7.0,False
6601,2022-01-09,2022-02-15,regular,37.0,True
6662,2022-03-10,,regular,21.0,False
1886,2022-01-22,2022-02-26,regular,35.0,True
4836,2022-03-20,,regular,11.0,False
5823,2022-02-08,2022-03-12,regular,32.0,True
2203,2022-03-17,,regular,14.0,False
2257,2022-01-21,2022-02-21,regular,31.0,True
8469,2022-02-01,,fast,58.0,False
7920,2022-01-05,2022-01-24,fast,19.0,True
3904,2022-01-09,2022-01-31,regular,22.0,True
4322,2022-02-04,2022-03-15,regular,39.0,True
2660,2022-02-11,2022-03-19,regular,36.0,True
5206,2022-03-28,,regular,3.0,False
4272,2022-03-17,,regular,14.0,False
8767,2022-03-17,2022-03-27,fast,10.0,True
8439,2022-03-03,2022-03-17,fast,14.0,True
1437,2022-01-11,2022-02-10,regular,30.0,True
8790,2022-03-07,2022-03-13,fast,6.0,True
4264,2022-02-12,2022-02-24,regular,12.0,True
8093,2022-01-21,2022-02-02,fast,12.0,True
305,2022-03-04,,regular,27.0,False
7420,2022-03-23,,fast,8.0,False
1716,2022-03-18,,regular,13.0,False
364,2022-02-01,2022-03-01,regular,28.0,True
1916,2022-01-29,2022-02-28,regular,30.0,True
3259,2022-02-19,2022-03-28,regular,37.0,True
9483,2022-01-15,2022-03-16,chunk,60.0,True
1640,2022-03-08,,regular,23.0,False
7778,2022-02-02,,fast,57.0,False
3054,2022-01-23,2022-02-25,regular,33.0,True
6849,2022-02-16,2022-03-22,regular,34.0,True
9771,2022-03-24,,chunk,7.0,False
6229,2022-01-22,,regular,68.0,False
8959,2022-03-25,,fast,6.0,False
4336,2022-03-01,,regular,30.0,False
3094,2022-01-20,2022-02-12,regular,23.0,True
3143,2022-01-13,2022-02-12,regular,30.0,True
5656,2022-01-11,2022-02-14,regular,34.0,True
7677,2022-02-21,2022-03-29,fast,36.0,True
2586,2022-02-04,,regular,55.0,False
1867,2022-03-07,,regular,24.0,False
3636,2022-02-27,,regular,32.0,False
1261,2022-02-02,2022-03-09,regular,35.0,True
7398,2022-02-18,2022-03-28,fast,38.0,True
6258,2022-01-02,2022-01-13,regular,11.0,True
3894,2022-01-07,2022-02-09,regular,33.0,True
6418,2022-01-27,2022-03-07,regular,39.0,True
7373,2022-02-14,2022-03-16,fast,30.0,True
4650,2022-01-26,2022-02-20,regular,25.0,True
1453,2022-01-06,2022-02-13,regular,38.0,True
6984,2022-02-18,,regular,41.0,False
8144,2022-02-10,2022-03-01,fast,19.0,True
6644,2022-01-28,2022-03-08,regular,39.0,True
4034,2022-03-05,,regular,26.0,False
4284,2022-03-29,,regular,2.0,False
5628,2022-03-29,,regular,2.0,False
2103,2022-01-31,,regular,59.0,False
3357,2022-02-18,,regular,41.0,False
6732,2022-03-01,,regular,30.0,False
8832,2022-03-18,,fast,13.0,False
4209,2022-03-13,,regular,18.0,False
8853,2022-03-15,,fast,16.0,False
7429,2022-03-26,,fast,5.0,False
8173,2022-02-02,2022-02-06,fast,4.0,True
2323,2022-01-03,2022-02-06,regular,34.0,True
9874,2022-02-07,,chunk,52.0,False
7303,2022-03-26,,fast,5.0,False
984,2022-01-24,2022-02-24,regular,31.0,True
1750,2022-02-23,,regular,36.0,False
9695,2022-02-08,,chunk,51.0,False
8468,2022-02-11,2022-03-12,fast,29.0,True
574,2022-01-05,,regular,85.0,False
9782,2022-02-08,,chunk,51.0,False
4863,2022-02-21,2022-03-31,regular,38.0,True
7639,2022-01-10,2022-01-28,fast,18.0,True
7725,2022-02-14,2022-03-13,fast,27.0,True
2262,2022-03-28,,regular,3.0,False
8134,2022-01-21,,fast,69.0,False
4768,2022-02-06,2022-03-19,regular,41.0,True
4467,2022-03-21,,regular,10.0,False
7742,2022-02-03,,fast,56.0,False
1724,2022-01-10,2022-02-12,regular,33.0,True
8520,2022-02-22,2022-03-14,fast,20.0,True
3991,2022-02-03,,regular,56.0,False
4880,2022-02-22,,regular,37.0,False
4681,2022-02-19,2022-03-25,regular,34.0,True
8158,2022-01-09,,fast,81.0,False
2514,2022-02-27,2022-03-31,regular,32.0,True
9345,2022-03-27,,chunk,4.0,False
7426,2022-03-07,,fast,24.0,False
576,2022-01-18,2022-02-16,regular,29.0,True
4645,2022-01-03,2022-02-13,regular,41.0,True
2380,2022-01-14,,regular,76.0,False
2021,2022-02-22,2022-03-09,regular,15.0,True
4453,2022-01-22,2022-02-21,regular,30.0,True
1910,2022-02-20,2022-03-12,regular,20.0,True
7801,2022-03-27,,fast,4.0,False
4615,2022-02-18,,regular,41.0,False
2629,2022-03-06,,regular,25.0,False
8406,2022-01-24,2022-01-26,fast,2.0,True
9324,2022-01-21,,chunk,69.0,False
5269,2022-02-07,2022-03-09,regular,30.0,True
3929,2022-03-04,,regular,27.0,False
1088,2022-03-20,,regular,11.0,False
2489,2022-01-21,2022-03-01,regular,39.0,True
7391,2022-03-03,,fast,28.0,False
8557,2022-03-29,,fast,2.0,False
1780,2022-02-01,2022-03-06,regular,33.0,True
1869,2022-01-05,,regular,85.0,False
9964,2022-03-03,,chunk,28.0,False
6370,2022-02-26,,regular,33.0,False
9639,2022-01-15,,chunk,75.0,False
8892,2022-03-21,,fast,10.0,False
1838,2022-01-16,,regular,74.0,False
9056,2022-03-19,,chunk,12.0,False
1407,2022-02-02,,regular,57.0,False
3948,2022-02-12,,regular,47.0,False
6469,2022-03-14,,regular,17.0,False
4142,2022-01-30,,regular,60.0,False
